Avaliacoes normais de quad_fun no two_dim_problem
tempo_s	n_calfun	RMSD	erro_quadratico_total
6.298	1	0.2627670283451458	1.7952092908188053
6.343	2	1.0000000000000002e27	3.380000000000001e56
11.486	3	0.13749040317235112	0.4914938850768871
11.491	4	1.0000000000000002e27	3.380000000000001e56
16.594	5	0.13747003229970667	0.49134825429254214
16.605	6	1.0000000000000002e27	3.380000000000001e56
16.614	7	1.0000000000000002e27	3.380000000000001e56
16.632	8	1.0000000000000002e27	3.380000000000001e56
21.763	9	0.09887470584414329	0.25418139384991245
21.777	10	1.0000000000000002e27	3.380000000000001e56
21.791	11	1.0000000000000002e27	3.380000000000001e56
21.816	12	1.0000000000000002e27	3.380000000000001e56
26.871	13	0.08541586289938201	0.18969261050599662
26.882	14	1.0000000000000002e27	3.380000000000001e56
26.896	15	1.0000000000000002e27	3.380000000000001e56
26.916	16	1.0000000000000002e27	3.380000000000001e56
26.943	17	1.0000000000000002e27	3.380000000000001e56
31.966	18	0.08009740741259798	0.16680546152971237
31.994	19	1.0000000000000002e27	3.380000000000001e56
32.032	20	1.0000000000000002e27	3.380000000000001e56
37.078	21	0.07877037107381483	0.1613240553367686
37.116	22	1.0000000000000002e27	3.380000000000001e56
42.153	23	0.07810736179414281	0.1586197591274691
42.19	24	1.0000000000000002e27	3.380000000000001e56
42.232	25	1.0000000000000002e27	3.380000000000001e56
47.256	26	0.07794166667631837	0.15794748851134024
47.297	27	1.0000000000000002e27	3.380000000000001e56
47.361	28	1.0000000000000002e27	3.380000000000001e56
52.452	29	0.0779002465813614	0.1577796588533596
52.516	30	1.0000000000000002e27	3.380000000000001e56
57.526	31	0.07787953709090502	0.15769577973483492
57.59	32	1.0000000000000002e27	3.380000000000001e56
62.7	33	0.07786918248528386	0.1576538491040874
62.764	34	1.0000000000000002e27	3.380000000000001e56
67.85	35	0.07786400521742208	0.15763288602096706
67.915	36	1.0000000000000002e27	3.380000000000001e56
72.93	37	0.07786141659222617	0.15762240503745303
72.993	38	1.0000000000000002e27	3.380000000000001e56
78.008	39	0.0778601222818176	0.15761716468522932
78.071	40	1.0000000000000002e27	3.380000000000001e56
83.2	41	0.07785947512715899	0.1576145445439939
83.263	42	1.0000000000000002e27	3.380000000000001e56
88.332	43	0.07785915154996613	0.1576132344820954
88.396	44	1.0000000000000002e27	3.380000000000001e56
93.41	45	0.07785898976140448	0.1576125794533287
93.474	46	1.0000000000000002e27	3.380000000000001e56
98.543	47	0.07785890886713333	0.1576122519394949
98.607	48	1.0000000000000002e27	3.380000000000001e56
103.862	49	0.0778588684199985	0.15761208818270867
103.927	50	1.0000000000000002e27	3.380000000000001e56
108.945	51	0.07785884819643138	0.15761200630434857
109.009	52	1.0000000000000002e27	3.380000000000001e56
114.024	53	0.07785883808464873	0.15761196536518024
114.089	54	1.0000000000000002e27	3.380000000000001e56
114.157	55	1.0000000000000002e27	3.380000000000001e56
114.225	56	1.0000000000000002e27	3.380000000000001e56
114.3	57	1.0000000000000002e27	3.380000000000001e56
119.346	58	0.07785883745266513	0.15761196280649376
119.419	59	1.0000000000000002e27	3.380000000000001e56
124.579	60	0.0778588371366684	0.15761196152713064
124.662	61	1.0000000000000002e27	3.380000000000001e56
129.697	62	0.07785883697867242	0.1576119608874587
129.772	63	1.0000000000000002e27	3.380000000000001e56
134.877	64	0.07785883689967214	0.15761196056761348
134.953	65	1.0000000000000002e27	3.380000000000001e56
135.03	66	1.0000000000000002e27	3.380000000000001e56
135.118	67	1.0000000000000002e27	3.380000000000001e56
140.131	68	0.0778588368897971	0.15761196052763277
140.219	69	1.0000000000000002e27	3.380000000000001e56
145.238	70	0.0778588368848638	0.15761196050765947
145.328	71	1.0000000000000002e27	3.380000000000001e56
150.345	72	0.0778588368823942	0.15761196049766094
150.433	73	1.0000000000000002e27	3.380000000000001e56
155.469	74	0.07785883688115965	0.15761196049266268
155.557	75	1.0000000000000002e27	3.380000000000001e56
160.63	76	0.07785883688054154	0.15761196049016016
160.718	77	1.0000000000000002e27	3.380000000000001e56
165.751	78	0.07785883688023373	0.15761196048891396
165.838	79	1.0000000000000002e27	3.380000000000001e56
170.856	80	0.07785883688007908	0.1576119604882878
170.945	81	1.0000000000000002e27	3.380000000000001e56
175.976	82	0.07785883688000426	0.15761196048798493
176.064	83	1.0000000000000002e27	3.380000000000001e56
176.154	84	1.0000000000000002e27	3.380000000000001e56
176.247	85	1.0000000000000002e27	3.380000000000001e56
181.278	86	0.07785883687999427	0.15761196048794446
181.37	87	1.0000000000000002e27	3.380000000000001e56
181.468	88	1.0000000000000002e27	3.380000000000001e56
186.555	89	0.07785883687999143	0.1576119604879329
186.652	90	1.0000000000000002e27	3.380000000000001e56
191.674	91	0.07785883687998711	0.15761196048791545
191.772	92	1.0000000000000002e27	3.380000000000001e56
196.798	93	0.07785883687998765	0.15761196048791767
196.897	94	1.0000000000000002e27	3.380000000000001e56
196.996	95	1.0000000000000002e27	3.380000000000001e56
