tend,dimension,test,method,model_multistart,sum_fi_squared,RMSD,gradient_norm,external_evaluations,function_evaluations,gradient_evaluations,function_evaluation_time_seconds,gradient_evaluation_time_seconds,total_function_evaluation_time_seconds,total_gradient_evaluation_time_seconds,execution_time_seconds,iterations,converged,status,x0,solution
31.0,10,1,backtracking_dinamico,0,20.386514837629374,0.24559139369226318,1078.8694735670986,141,141,21,13.564261173709216,35.054168956095246,1912.5608254929994,736.1375480780001,2649.36722217,21,false,NoXChange,"[0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09]","[0.08636276347107986, 0.0901350520924307, 0.09408272722773685, 0.09511716673489903, 0.09020247660670572, 0.08847681319130832, 0.0885911818915016, 0.08847383257739724, 0.08728657583308465, 0.25327652761503605]"
