Metodo = MADS
tbeg = 0.0 | tend = 5.0 | dim = 3
x0 = [0.09, 0.09, 0.09]
lower = [0.0, 0.0, 0.0]
upper = [0.5, 0.5, 0.5]
rmsd_tol = 0.09
rhobeg = 0.05
rhoend = 0.0001

iter	f	x1	x2	x3
55	0.051334000989261275	0.323	0.0	0.183
56	0.2885812789764174	0.263	0.043	0.156
57	0.010520418716293292	0.274	0.022	0.211
58	0.006933140623640411	0.255	0.032	0.207
59	0.017404906955786656	0.329	0.0	0.203
60	0.009720521179861144	0.237	0.041	0.211
61	0.006356691644008439	0.236	0.043	0.205
62	0.008311576352457153	0.217	0.053	0.202
63	0.007393941623510701	0.272	0.025	0.201
64	0.006136150611571864	0.264	0.029	0.204
65	0.006402382074551154	0.26	0.032	0.203
66	0.007453937606729176	0.234	0.045	0.202
67	0.006130765891727924	0.263	0.029	0.205
68	0.007596394238677985	0.26	0.029	0.208
69	0.005806125458475109	0.242	0.042	0.206
70	0.013494292258432202	0.179	0.081	0.209
71	0.01503573975999923	0.156	0.091	0.204
72	0.006784990052663649	0.277	0.024	0.205
73	0.0061660867883533005	0.246	0.038	0.205
74	0.006282750978252252	0.267	0.029	0.205
75	0.005986237354531426	0.251	0.036	0.205
76	0.006040065679826377	0.24	0.042	0.207
77	0.005726092040125257	0.226	0.051	0.207
78	0.00603210561543322	0.207	0.062	0.208
79	0.005846699198951514	0.239	0.044	0.205
80	0.00583974445664696	0.22	0.055	0.207
81	0.007001364642636974	0.226	0.051	0.21
82	0.017053509336449033	0.326	0.0	0.208
83	0.0059610146442354425	0.226	0.051	0.208
84	0.005683059438274475	0.226	0.051	0.206
85	0.006718502318975748	0.226	0.051	0.203
86	0.014482218419400195	0.326	0.0	0.204
87	0.220828931440612	0.226	0.051	0.256
88	0.5108857005377122	0.126	0.151	0.211
89	1.4650447949899787	0.126	0.0	0.208
90	0.006177927796496528	0.226	0.051	0.204
91	0.021813963422973873	0.307	0.013	0.212
92	0.005834396862691288	0.243	0.041	0.206
93	0.005759484072740287	0.237	0.045	0.206
94	0.0627546369724466	0.276	0.047	0.204
95	0.07151054160307765	0.23	0.032	0.226
96	0.3628737315345305	0.232	0.101	0.213
97	0.005659279081653508	0.225	0.051	0.206
98	0.005980370565320301	0.222	0.051	0.206
99	0.02566123864147247	0.323	0.006	0.21
100	0.005598077045893559	0.214	0.057	0.207
101	0.005611979742650174	0.203	0.063	0.207
102	0.006627569625498824	0.214	0.057	0.21
103	0.006094281188005181	0.214	0.057	0.209
104	0.005637724302667248	0.214	0.057	0.206
105	0.009379991725533441	0.314	0.0	0.198
106	0.04355792164700726	0.214	0.057	0.227
107	0.5569404323490509	0.114	0.157	0.216
108	0.006746988400043829	0.181	0.075	0.21
109	0.04729262419913525	0.314	0.012	0.22
110	0.005638922429619131	0.195	0.067	0.207
111	0.08729641204433197	0.251	0.007	0.208
112	0.208144639860844	0.187	0.032	0.197
113	0.45919499907338523	0.164	0.025	0.216
114	0.00799967797713243	0.216	0.06	0.208
115	0.005674420042049136	0.218	0.054	0.20668
116	0.005675966371537969	0.226	0.051	0.20633
117	0.005617105476811625	0.203	0.063	0.20683
118	0.011665797224862903	0.221	0.048	0.212
119	0.03938936806838158	0.205	0.077	0.20993
120	0.06261257880218815	0.194	0.046	0.20751
121	0.005594156360397418	0.214	0.057	0.20692
122	0.00656947831366648	0.251	0.039	0.20692
123	0.005715570606866034	0.226	0.051	0.20692
124	0.005613697384093562	0.203	0.063	0.20692
125	0.02232848308625204	0.212	0.065	0.21692
126	0.027764084034121513	0.227	0.037	0.21192
127	0.06544639788679957	0.234	0.069	0.20592
128	0.005589783792298583	0.214	0.057	0.20668
129	0.00569123016482302	0.214	0.057	0.20568
130	0.006464249102380698	0.194	0.068	0.20468
131	0.005691381511614863	0.226	0.051	0.20668
132	0.0056262604578534055	0.203	0.063	0.20668
133	0.01690087258825174	0.22	0.05	0.21668
134	0.01871836635825245	0.224	0.062	0.20468
135	0.02155170420720244	0.211	0.067	0.21468

Resumo final
status = 1
f_final = 0.005589783792298583
RMSD = 0.01466259473351072
avaliacoes = 136
tempo_s = 254.023814
x_final = [0.214, 0.057, 0.20668]
rhobeg = 0.05
rhoend = 0.0001
factivel = true
