Metodo = MADS
tbeg = 0.0 | tend = 15.0 | dim = 3
x0 = [0.09, 0.09, 0.09]
lower = [0.0, 0.0, 0.0]
upper = [0.5, 0.5, 0.5]
rmsd_tol = 0.09
rhobeg = 0.05
rhoend = 0.0001

iter	f	x1	x2	x3
0	14.560703520707763	0.09	0.09	0.09
1	3.380000000000001e56	0.0	0.19	0.19
2	3.380000000000001e56	0.19	0.0	0.0
3	45.59699617964388	0.19	0.19	0.09
4	3.380000000000001e56	0.0	0.0	0.09
5	3.380000000000001e56	0.0	0.313	0.247
6	3.380000000000001e56	0.045	0.235	0.185
7	38.27505447783779	0.127	0.14	0.054
8	4.576047684833493	0.138	0.091	0.14
9	3.380000000000001e56	0.238	0.094	0.34
10	4.476720957384871	0.138	0.09	0.14
11	7.117295513449365	0.138	0.09	0.24
12	3.380000000000001e56	0.138	0.0	0.14
13	9.646394645529993	0.238	0.09	0.14
14	38.171151651595146	0.138	0.09	0.04
15	3.380000000000001e56	0.038	0.09	0.24
16	4.202384672686203	0.138	0.087	0.14
17	3.596621844282112	0.138	0.078	0.14
18	3.2051466892564147	0.09	0.078	0.229
19	3.380000000000001e56	0.0	0.078	0.5
20	5.349436161189647	0.09	0.078	0.129
21	6.351227544365015	0.19	0.078	0.229
22	25.749087356956082	0.09	0.178	0.229
23	6.409183898150819	0.19	0.078	0.129
24	3.380000000000001e56	0.0	0.0	0.129
25	3.380000000000001e56	0.0	0.078	0.496
26	4.980558918438554	0.09	0.118	0.156
27	1.0153792554718002	0.154	0.044	0.183
28	3.380000000000001e56	0.186	0.007	0.197
29	3.3602767184190503	0.117	0.046	0.228
30	3.380000000000001e56	0.103	0.034	0.287
31	0.9169339479665038	0.129	0.067	0.177
32	1.6970879006833233	0.132	0.08	0.165
33	5.873106721587849	0.187	0.049	0.121
34	1.2713061536646828	0.114	0.071	0.202
35	2.2549278975173714	0.133	0.041	0.21
36	0.9762325831292126	0.132	0.07	0.176
37	1.7781787444867696	0.163	0.05	0.155
38	0.8957979498364765	0.126	0.066	0.19
39	1.6292922905792926	0.104	0.091	0.179
40	0.8399229627266743	0.142	0.056	0.182
41	0.9602730577024978	0.133	0.056	0.19
42	0.8581626637592654	0.133	0.06	0.187
43	1.02864313412718	0.138	0.054	0.196
44	0.8476214326711199	0.131	0.064	0.182
45	0.9149968507551373	0.145	0.054	0.177
46	0.84786449639319	0.131	0.063	0.187
47	0.8431141088268566	0.136	0.062	0.18
48	0.8954350046363521	0.142	0.058	0.176
49	0.8298286770449776	0.134	0.062	0.184
50	0.8184259192546233	0.144	0.056	0.182
51	0.8231758394434188	0.15	0.052	0.182
52	0.8416562638634911	0.144	0.054	0.185
53	0.8286398721841318	0.142	0.056	0.184
54	0.8150700220603025	0.138	0.06	0.185
55	0.8215657221412465	0.136	0.062	0.186
56	0.8086237004949792	0.149	0.053	0.183
57	0.8295970080847718	0.156	0.048	0.183
58	0.7923922035267088	0.145	0.057	0.183
59	0.7839486126108406	0.147	0.057	0.182
60	0.7888653755914881	0.145	0.057	0.185
61	0.7732834163754219	0.156	0.051	0.182
62	0.7611138225972549	0.165	0.047	0.18
63	0.7463761640927901	0.156	0.054	0.182
64	0.7437208807588628	0.159	0.055	0.181
65	0.7496789845492154	0.169	0.049	0.177
66	0.7012242304639087	0.182	0.044	0.177
67	0.698488831786549	0.199	0.037	0.174
68	0.7525914771329101	0.186	0.047	0.175
69	0.7286624493163093	0.181	0.047	0.176
70	0.6911399912543673	0.19	0.044	0.177
71	0.6824190813296087	0.201	0.041	0.177
72	0.7408344559052912	0.228	0.028	0.17
73	0.7016867186153032	0.211	0.035	0.173
74	0.6594567323139235	0.226	0.028	0.173
75	0.6579497429217558	0.249	0.019	0.172
76	0.6173554227853704	0.222	0.03	0.176
77	0.5846050922208127	0.227	0.027	0.177
78	0.6488914132155262	0.252	0.021	0.177
79	0.6311049919323661	0.284	0.004	0.174
80	0.5943063784028371	0.26	0.016	0.18
81	0.519078429252862	0.262	0.01	0.177
82	0.4878317733590497	0.267	0.005	0.177
83	0.5514418629283954	0.219	0.028	0.182
84	0.6354672246117151	0.215	0.024	0.177
85	0.5443151810133428	0.249	0.018	0.179
86	0.47304502801772286	0.263	0.007	0.182
87	0.49230002219848157	0.281	0.0	0.184
88	0.7217416515937998	0.3	0.0	0.177
89	0.5123114461152032	0.239	0.019	0.181
90	0.45863171827540705	0.264	0.003	0.181
91	0.44929402589803075	0.271	0.0	0.182
92	0.6287815292876151	0.295	0.0	0.18
93	0.486908819471268	0.253	0.012	0.181
94	0.49389248070130803	0.258	0.008	0.186
95	0.47578001567608585	0.265	0.006	0.179
96	0.4725866833477824	0.28	0.0	0.181
97	0.474268038943312	0.278	0.0	0.184
98	0.4650307878337909	0.275	0.001	0.183
99	0.541232855516723	0.288	0.0	0.182
100	0.4665290708886518	0.269	0.004	0.182
101	0.4677354438540055	0.263	0.003	0.184
102	0.46101961008462583	0.268	0.003	0.183
103	0.45500839863081194	0.274	0.0	0.183
104	0.46670597688157234	0.271	0.0	0.185
105	0.4565144115386156	0.271	0.001	0.179
106	0.45652026415540276	0.271	0.002	0.181
107	0.45147651906860736	0.271	0.001	0.181
108	1.0925367680244849	0.271	0.0	0.158
109	3.380000000000001e56	0.171	0.0	0.203
110	4.857746579510866	0.371	0.011	0.161
111	0.4520997023629997	0.271	0.0	0.183
112	0.6145209765084009	0.292	0.0	0.185
113	0.4490590874499257	0.27	0.0	0.181
114	0.46781307295343205	0.267	0.0	0.178
115	0.44836138295918226	0.272	0.0	0.181
116	0.4625309831669838	0.278	0.0	0.181
117	0.44985878484049074	0.27	0.0	0.182
118	0.5498801873770518	0.289	0.0	0.181
119	0.6393930947186924	0.255	0.02	0.181
120	0.9459098032898668	0.267	0.0	0.161
121	0.4490313003163581	0.273	0.0	0.181
122	0.4483673592660766	0.271	0.0	0.181
123	0.449323298130464	0.272	0.0	0.182
124	0.5450821677577455	0.271	0.0	0.172
125	0.5674919742399874	0.252	0.001	0.18
126	3.380000000000001e56	0.269	0.0	0.191
127	0.44835988592264187	0.272	0.0	0.18106
128	0.4514652700649938	0.271	0.001	0.18106
129	0.4537981688343857	0.275	0.0	0.18206
130	0.5439981132960923	0.262	0.0	0.17406
131	0.5522312128147782	0.269	0.01	0.18006

Resumo final
status = 1
f_final = 0.44835988592264187
RMSD = 0.05541622616849528
avaliacoes = 132
tempo_s = 708.573808
x_final = [0.272, 0.0, 0.18106]
rhobeg = 0.05
rhoend = 0.0001
factivel = true
