Metodo = BOBYQA
tbeg = 0.0 | tend = 31.0 | dim = 3
x0 = [0.09, 0.09, 0.09]
lower = [0.0, 0.0, 0.0]
upper = [0.5, 0.5, 0.5]
rmsd_tol = 0.09
rhobeg = 0.05
rhoend = 0.0001

iter	f	x1	x2	x3
0	22.1679256727995	0.09	0.09	0.09
1	22.81576880105262	0.14	0.09	0.09
2	30.037388515970207	0.09	0.14	0.09
3	5.243868257894462	0.09	0.09	0.14
4	3.380000000000001e56	0.039999999999999994	0.09	0.09
5	31.43775959851618	0.09	0.039999999999999994	0.09
6	60.01780594903408	0.09	0.09	0.039999999999999994
7	5.488704974168068	0.11499999999999999	0.09	0.14
8	10.077898755249958	0.10484243336983633	0.09	0.11988278916792963
9	3.380000000000001e56	0.08499999999999999	0.09	0.14500000000000002
10	7.923444863943342	0.09214780161774985	0.09	0.12768590449075568
11	4.7238408171728015	0.09	0.09353553390593274	0.14353553390593274
12	4.992683284141126	0.09426635489735058	0.09610517352212315	0.14309375553077447
13	5.345914708965681	0.08659115490328068	0.09329449215754226	0.13988564706082296
14	4.869615570968225	0.09421358137135169	0.09116715638541198	0.14225626851232206
15	5.056876137131659	0.0899737508389403	0.09562980214426799	0.14217048755967054
16	4.6989659059541875	0.09113159958089159	0.09396037633956404	0.14385411089052547
17	4.813401218568903	0.09128732583782556	0.09394111035092145	0.1431646341653324
18	4.724965785179584	0.09107549215842657	0.09430462042766313	0.14379624928880932
19	4.685621112955987	0.09116706235362833	0.0940844890809025	0.14397489341901068
20	4.655551166833585	0.09115685025552889	0.0940330287514918	0.1441437055854838
21	4.5958719342814405	0.09113641118270865	0.09392865626265706	0.14448088302820009
22	4.478354165574711	0.09109582208396788	0.09371544252794616	0.14515385585706767
23	4.250680473861795	0.09102007242901279	0.09326888310512349	0.14649357473491573
24	3.8246422741348796	0.09087383719315359	0.09231230716859345	0.1491513139496328
25	3.1032615736692337	0.09068849789983331	0.08966731266255962	0.1541482783690981
26	2.1829186243650347	0.09166212821056963	0.08290580101936337	0.1631668150750686
27	3.380000000000001e56	0.08067489543463913	0.08015528502496633	0.17526115689757032
28	2.056101770864727	0.09258580625008893	0.08472234998414603	0.16446539131217297
29	1.8089370216762815	0.10336093386791138	0.08420854197052316	0.16787605490519655
30	1.6458449604442416	0.10258077701611668	0.08297948887577027	0.1704177997243889
31	1.8960566392677065	0.09985884642271727	0.08709684694836445	0.1676540239833491
32	1.6915331672547225	0.10532088092767347	0.08333275528003883	0.16981196690794007
33	1.6720823236996047	0.10404426053080407	0.08517399639575914	0.17143875650454687
34	1.631975768384715	0.10134193137392905	0.08346965745411072	0.17089213740963058
35	1.7013795792648192	0.1010001668708295	0.0842854449652055	0.16978864850567055
36	1.630417850832498	0.10094408616421072	0.08291257344505495	0.1707150030087974
37	1.6271700043625785	0.10026635428037081	0.08306634228108715	0.17084551982262652
38	1.6134262434119138	0.10029429112230964	0.0827900296414442	0.17106431392226368
39	1.6199296278544433	0.09996329162620422	0.08282074784296152	0.17094391572595866
40	1.609177097214867	0.10025608351903705	0.0829060412210271	0.17119210865006904
41	1.6009430356448742	0.10026105615197022	0.08285793735025435	0.1713621418542922
42	1.584834773297818	0.1002721365000429	0.08276356776930435	0.17170268789828316
43	1.5540549028797843	0.1002988972145919	0.08258274751584588	0.17238576029568775
44	1.4985314314452836	0.10032764437344756	0.08232868471587731	0.17377666852218215
45	1.4136801643594528	0.10022859482694112	0.08220482687066939	0.17660064593383357
46	1.3698344396843272	0.0979204504987931	0.08384728991654722	0.18149705123807092
47	1.3101723101674216	0.10190083097751554	0.08001815141587339	0.18271945443966303
48	1.32015451930663	0.1089098155959926	0.0725616728048473	0.18249843775893385
49	1.3077968902332378	0.10199089738818415	0.07959142206094018	0.18401253503306228
50	1.2985860623439696	0.10471247388585837	0.07638798047388913	0.18347956691462727
51	1.28782115549592	0.10539396009171266	0.07719767266493079	0.18350985113908877
52	1.2842571848454714	0.10691144696097603	0.0778386423187025	0.18442521089739053
53	1.2831948951741012	0.10657082641708905	0.07791491271394967	0.18357671080013274
54	1.2834427581827115	0.10651952514884398	0.07790582792453266	0.18366916743991807
55	1.283424882689136	0.1065532403951037	0.0779654391640671	0.1834922252411936
56	1.282586167423105	0.10663621356204148	0.07784104830415983	0.1835603226873259
57	1.2814336488033948	0.10677910364010991	0.07770499418847437	0.18352758580912037
58	1.2793047739857852	0.10710276290075203	0.07747752775383844	0.18346839371408552
59	1.2753526124326389	0.10781592415775691	0.07712596701004246	0.18338004177619596
60	1.2677223352580997	0.10927236747135961	0.07647165693019836	0.18327683715577436
61	1.2530737621156056	0.11226459756942746	0.07534178202341756	0.18317712890514293
62	1.2254854247204543	0.11817140524227415	0.0729118076773816	0.18277111438125668
63	1.1769151679638261	0.1302184358958252	0.0685864659562003	0.182749402002089
64	1.1188404972282713	0.1543465379530151	0.060209708831746304	0.18101025531599896
65	1.1059881049397895	0.18307716824175313	0.049664179574995575	0.18264578608862814
66	1.1049239388557335	0.1748338481439526	0.052941265412330935	0.1816697465319585
67	1.044279075196783	0.18660504510605913	0.04336974914525194	0.1795114915241627
68	1.0372340156919988	0.19993002893412837	0.03875583004625751	0.1797799231935382
69	1.0367131142982347	0.1975233437428766	0.03972321972157886	0.17991960884643352
70	1.0368149378207294	0.19814755969956016	0.03947292441113896	0.17988228970835404
71	1.031870873684881	0.19727027513748407	0.03910612120204951	0.17982563161922988
72	1.0270393969417693	0.19727623449341367	0.038550681860540864	0.1802066009684627
73	1.0234460341566236	0.19677022945527847	0.0386730752784028	0.18144906740138556
74	1.0219314017467314	0.1992251184455537	0.037589204703378176	0.1812088155352164
75	1.0199510649419816	0.20420130865114944	0.03552726235997519	0.1813565658615154
76	1.0167163288272714	0.20834640775275812	0.03330639256720085	0.18137915308318867
77	1.0329395523084297	0.21687568745702773	0.030286723882841773	0.17881176797615356
78	1.024968122284896	0.2071823198855196	0.030640698075997043	0.18059421198910097
79	1.0127876935684907	0.2118037421383674	0.030196569668487754	0.18067882468456342
80	1.0164598178391855	0.20773527097493172	0.032519898677477	0.1802734802760922
81	1.0185582478632154	0.21250864888084328	0.031203494328019398	0.18268328572427922
82	1.0116260255814498	0.2140541178619546	0.029675772053091333	0.18111840834188708
83	1.0122635059062617	0.21193383936356538	0.030682601124310597	0.1812575814568031
84	1.0125213544750022	0.21415043291774982	0.028676229224859393	0.18050701546011458
85	1.011256466678369	0.21494164729484805	0.02897654149017553	0.1807935517012636
86	1.011308439799465	0.21478083391466393	0.029033499793468757	0.18078332437618574
87	1.0110263282680094	0.2148337469484204	0.028903446247989472	0.18090411566713444
88	1.0108526570254504	0.2148380882861496	0.0288957265648932	0.18107479474909277
89	1.0108372690356595	0.21457201260342101	0.028939607908934857	0.18128483597756884
90	1.0107601249198757	0.21490025034148946	0.028852461699965627	0.18124604571430453
91	1.0106551419937313	0.21554846625176288	0.02864070590007285	0.18119775233280522
92	1.01059327628119	0.21660233679668112	0.028256002768264208	0.18108068478343262
93	1.0105905506708235	0.21654489182084807	0.028275664891179098	0.18108594729327615
94	1.0104882482333934	0.21651160220705037	0.028199616971276795	0.18103019323071803
95	1.0104619159350237	0.21649754482783745	0.028132144199872533	0.18095773762217948
96	1.0103434184520736	0.2164802715822545	0.028063176493433314	0.181028058959308
97	1.010221739535889	0.2164583595361476	0.027942235293921494	0.1811858343962304
98	1.0101788778156935	0.21657801115649317	0.0278591638582674	0.18122792299725826
99	1.0101045005430065	0.21685463712494993	0.02774027308385398	0.1811918903263541
100	1.009975085986882	0.21740260230426706	0.02749139796606844	0.18111694686663823
101	1.0098612059249674	0.21795595818761174	0.027247093529688578	0.1810729719546547
102	1.0097031227033928	0.21906733382702012	0.026768538507666445	0.18098862733045726
103	1.0095926251195941	0.2201845032823211	0.026296312525261423	0.18100345184691422
104	1.0095809630374044	0.22061317359445204	0.026124717814204793	0.18107423585116358
105	1.0095731218691315	0.22075749142465345	0.026054494970893377	0.1810230232384059
106	1.0095667078174806	0.22094260646162073	0.025968409058444903	0.18099916969141983
107	1.0091633020691257	0.22107233173126517	0.025584958900298434	0.18107077096502788
108	1.0090114135213637	0.22174137470021943	0.02510713318610002	0.18107543353302244
109	1.0088177566685668	0.2231954277592513	0.024343630002925238	0.18099405061842228
110	1.0087031238260409	0.22608808807231148	0.022806895621588212	0.18070030565010747
111	1.0086862954097364	0.22901493909828055	0.021352471451924933	0.18106570373224543
112	1.0135849344730514	0.22822524424810064	0.019915341375962646	0.1811876454246673
113	1.0085232540028932	0.22814441901140986	0.021598645347697443	0.1808937351534638
114	1.0085594370330258	0.22664974627561738	0.02238604935083556	0.181026731733655
115	1.0099463766676373	0.228100910837952	0.022504766804102336	0.18073552344157623
116	1.0085232443638046	0.22823116797741488	0.021561831124169397	0.18088959130820462
117	1.008547865764371	0.22821912997580335	0.021542655027484568	0.18079218820849455
118	1.0085226047295688	0.2281458090477318	0.021608059518653428	0.18091360773314227
119	1.008522691215808	0.22819544071673872	0.02158207207022544	0.1809111336154121
120	1.0085474630339288	0.2281002813376759	0.021520049087944713	0.180927075906869
121	1.0085418097843661	0.228125824692277	0.021601683449444003	0.18101138283875967
122	1.0085225447442652	0.22814688648451625	0.021611025540666243	0.18090611660637726

Resumo final
status = XTOL_REACHED
f_final = 1.0085225447442652
RMSD = 0.054624120231612956
avaliacoes = 123
tempo_s = 1458.68592
x_final = [0.22814688648451625, 0.021611025540666243, 0.18090611660637726]
rhobeg = 0.05
rhoend = 0.0001
