Metodo = BFGS
tbeg = 0.0 | tend = 5.0 | dim = 3
x0 = [0.09, 0.09, 0.09]
lower = [0.0, 0.0, 0.0]
upper = [0.5, 0.5, 0.5]
rmsd_tol = 0.09
grad_tol = 0.001

iter	f	x1	x2	x3
0	2.100479089231111	0.09	0.09	0.09
1	4.347431262072393	0.13747430010391104	0.1691158919232886	0.40175582197076853
2	0.29737632892800503	0.11373715005195552	0.1295579459616443	0.24587791098538425
3	0.07722239056667285	0.10918437704304015	0.12197075254254763	0.21598060889701054
4	0.07722239056667285	0.10918437704304015	0.12197075254254763	0.21598060889701054
5	3.380000000000001e56	0.08187132713531267	0.03758778423869416	0.25628247660094905
6	0.2174979473091129	0.09552785208917641	0.0797792683906209	0.2361315427489798
7	0.03249234274412926	0.10235611456610828	0.10087501046658426	0.22605607582299517
8	0.023312119073335556	0.10444831744652873	0.10733881769207466	0.22296891843920377
9	0.023312119073335556	0.10444831744652873	0.10733881769207466	0.22296891843920377
10	0.009004573954540174	0.16282437996668353	0.08464820558425062	0.21187956964133162
11	0.013712317100234043	0.13363634870660612	0.09599351163816265	0.2174242440402677
12	0.009004573954540174	0.16282437996668353	0.08464820558425062	0.21187956964133162
