tend	dimension	test	method	model_multistart	sum_fi_squared	RMSD	gradient_norm	external_evaluations	function_evaluations	gradient_evaluations	function_evaluation_time_seconds	gradient_evaluation_time_seconds	total_function_evaluation_time_seconds	total_gradient_evaluation_time_seconds	execution_time_seconds	iterations	converged	status	x0	solution
31.0	3	1	ffjm2_sr1	1	1.0085224727867033	0.054624118282911555	0.0018688602146471926	27	19	8	9.864199458736843	19.811831721125	187.41978971600003	158.494653769	350.461125134	7	true	gradient_converged	[0.09, 0.09, 0.09]	[0.22807733176334008, 0.021649031217276158, 0.18091000178145386]
31.0	3	1	ffjm2_sr1	10	1.0086108884669072	0.05462651263844496	0.12481706183474038	40	31	9	10.055055708161293	19.850438071666662	311.70672695300004	178.65394264499997	490.512195758	8	true	function_converged	[0.09, 0.09, 0.09]	[0.23081145299737826, 0.020111380244716804, 0.1808183089942656]
31.0	3	1	ffjm2_sr1	100	1.0086108948664194	0.054626512811744216	0.12478194895176889	40	31	9	9.952119562451616	19.812816998444443	308.5157064360001	178.315352986	488.208550286	8	true	function_converged	[0.09, 0.09, 0.09]	[0.23081157421672516, 0.020111322726875464, 0.1808183067506914]
31.0	3	1	ffjm2_sr1	1000	1.0086057627781895	0.05462637383424482	0.12742815995272588	40	31	9	9.965721877838709	19.885862331666665	308.937378213	178.97276098499998	501.677958574	8	true	function_converged	[0.09, 0.09, 0.09]	[0.23072681756803887, 0.02015830328789723, 0.18081903258175455]
31.0	3	1	bfgs_puro_penalizado	0	1.008522472228858	0.0546241182678044	0.0006894989336409445	38	24	14	8.272194252333334	20.335821936785713	198.53266205600002	284.70150711499997	484.196131157	13	true	GradientNorm	[0.09, 0.09, 0.09]	[0.22807413663625786, 0.02165025649328777, 0.18091031885908335]
31.0	3	1	bfgs_backtracking	0	1.0085224721187458	0.05462411826482243	0.00027692245718011714	59	45	14	5.662224499733334	20.698696281999997	254.80010248800002	289.781747948	20.502693766	14	true	gradient_converged	[0.09, 0.09, 0.09]	[0.22807170837762375, 0.021651636234975416, 0.18091027827628947]
31.0	3	1	sr1_backtracking	0	1.0143835198317392	0.054782612880898626	4.568818798158733	116	100	16	7.209203543279999	20.556269528875003	720.9203543279999	328.90031246200004	12.682640641	16	false	function_call_limit	[0.09, 0.09, 0.09]	[0.24677921040219705, 0.012021433968457576, 0.18094898755068695]
