Avaliacoes normais de quad_fun no full_dim_problem
tempo_s	n_calfun	RMSD	erro_quadratico_total
54.137	1	0.26276702835241766	1.7952092909181672
106.229	2	0.4559159817409664	5.40434394257756
157.59	3	0.45591205799225	5.404250920190947
209.771	4	0.37146212890821245	3.587586943538557
260.448	5	0.37145956774613703	3.587537472223821
313.546	6	0.30274839197979103	2.3830713100050795
364.516	7	0.3027461061479541	2.383035324481456
415.667	8	0.24571491408566223	1.5697712941072337
466.377	9	0.7442705211575156	14.402403825266076
516.682	10	0.45348461179017896	5.346855621392723
568.418	11	0.45348461179017907	5.3468556213927245
618.961	12	0.6476626866920023	10.906140849060671
671.013	13	0.4415794385344952	5.069802413947441
722.448	14	0.44157943853449527	5.069802413947442
773.845	15	0.4389332156795866	5.009221563497385
824.799	16	0.43893321567958676	5.0092215634973885
