model,n_problems,n_gradient_converged,mean_f,std_f,mean_rmsd,std_rmsd,mean_gradient_norm,std_gradient_norm,mean_iterations,std_iterations,mean_function_evaluations,std_function_evaluations,mean_gradient_evaluations,std_gradient_evaluations,mean_execution_time_seconds,std_execution_time_seconds
ffjm2_bfgs,34,29,1293.4422447658292,7355.688155920764,2.483567121971093,11.402069603651238,0.0008189700811752689,0.004632327574404881,56.88235294117647,188.25446426448434,99.97058823529412,351.85460885911533,57.88235294117647,188.25446426448434,2.0710940644705884,6.120718468048309
ffjm2_sr1,34,32,1293.442244576143,7355.688155955128,2.48349242904145,11.402086357235378,0.0016197502573033092,0.009433622032597016,23.11764705882353,54.84123902070596,44.3235294117647,112.9163596564947,24.11764705882353,54.84123902070596,0.9341130899411766,2.991744746503711
ffjm2_is_bfgs,34,29,1293.4422447658312,7355.688155920764,2.4835671220169755,11.402069603640953,0.6429128033346257,3.7486318085202264,44.0,170.38814868447045,88.1470588235294,343.34214160689413,45.0,170.38814868447045,1.5896931818823528,5.763190783854695
ffjm2_dw_model,34,29,1293.4422447658324,7355.688155920761,2.4835671218971576,11.402069603667847,2.746228716074124e-5,0.000136490079408972,56.11764705882353,181.91102798727405,103.23529411764706,351.45274770314813,57.11764705882353,181.91102798727405,1.8648481888235295,5.942309444802312
ffjm2_is_dw_model,34,29,1293.4422447658283,7355.688155920764,2.4835671218659114,11.402069603674839,0.0008032311406904275,0.004531201805485494,49.411764705882355,173.04074098089066,93.73529411764706,344.1747537818833,50.411764705882355,173.04074098089066,1.7679820255882353,5.922740651409664
ffjm2_psb,34,31,1293.4422445761431,7355.688155955128,2.483492580184352,11.402086323317336,4.418973125814582e-6,1.843907110485362e-5,15.676470588235293,22.52637590488536,31.38235294117647,53.439297029650135,16.676470588235293,22.52637590488536,0.42401152614705884,0.9187549886087067
