Avaliacoes normais de quad_fun no two_dim_problem
tempo_s	n_calfun	RMSD	erro_quadratico_total
2.053	1	0.36611972741527293	3.485135024868477
2.061	2	1.0000000000000002e27	3.380000000000001e56
2.074	3	1.0000000000000002e27	3.380000000000001e56
2.079	4	1.0000000000000002e27	3.380000000000001e56
2.085	5	1.0000000000000002e27	3.380000000000001e56
4.126	6	0.20565825912932564	1.0996783082507262
5.473	7	1.0000000000000002e27	3.380000000000001e56
7.524	8	0.6098075416195206	9.668496183217124
9.652	9	0.595554521603502	9.22181489326178
9.661	10	1.0000000000000002e27	3.380000000000001e56
11.702	11	0.6190977988346718	9.965334197570328
11.71	12	1.0000000000000002e27	3.380000000000001e56
13.638	13	1.0000000000000002e27	3.380000000000001e56
15.686	14	0.205989766104434	1.1032263772337454
17.21	15	1.0000000000000002e27	3.380000000000001e56
19.275	16	0.21415734500036876	1.1924475788577813
21.399	17	0.19771366465538068	1.0163580229779685
23.441	18	0.19009726772990726	0.939561251157777
25.484	19	0.1896201070562747	0.93485041000086
27.524	20	0.18172273325009958	0.8586019462770581
29.571	21	0.16799803318097828	0.7338068179696041
31.612	22	0.1519158542868934	0.6000390963766322
33.656	23	0.14482587628925506	0.5453378955167159
35.71	24	0.1291458443381137	0.4336448768549118
37.752	25	0.12428090803396884	0.4015893466454433
39.792	26	0.14479222689116247	0.5450845131706487
41.835	27	0.12758385871338612	0.42321866610912906
43.877	28	0.15390239125512883	0.6158345968852156
46.002	29	0.12221578008310806	0.38835411943438847
48.043	30	0.136405354619572	0.4837669399911711
50.087	31	0.12413541747825037	0.4006496486849872
52.131	32	0.11985740611644398	0.3735107428250168
54.174	33	0.11770392140944877	0.360209540994204
56.282	34	0.11922864871534951	0.3696022375366936
58.326	35	0.11248978275266401	0.3290027318172802
60.37	36	0.1078249211603545	0.3022815542041532
62.416	37	0.11373804191418549	0.33634489664029843
64.461	38	0.10223121996383396	0.2717317807176388
66.506	39	0.09602479217129468	0.23973977850004877
68.556	40	0.08902021133787766	0.20603954869265045
70.597	41	0.08149188766661927	0.17266412164219125
72.641	42	0.06499555421662338	0.10983497376607677
72.65	43	1.0000000000000002e27	3.380000000000001e56
72.66	44	1.0000000000000002e27	3.380000000000001e56
74.699	45	0.08304731205854528	0.1793182570438844
74.718	46	1.0000000000000002e27	3.380000000000001e56
76.759	47	0.07613284941376873	0.15070147975634923
78.798	48	0.07267134405025352	0.13730923039782827
78.809	49	1.0000000000000002e27	3.380000000000001e56
80.846	50	0.07155756676045143	0.13313261937758805
82.91	51	0.07265236224581241	0.13723750923731545
84.953	52	0.06996322317038058	0.12726616750610042
86.996	53	0.06381375408553279	0.10587707547271016
89.037	54	0.06232819556394393	0.10100490301868824
89.05	55	1.0000000000000002e27	3.380000000000001e56
91.092	56	0.06593370372073347	0.11302858544467001
91.114	57	1.0000000000000002e27	3.380000000000001e56
93.156	58	0.06386019286620578	0.10603123005563402
95.199	59	0.06431771093046865	0.10755596642271846
97.242	60	0.0628341209042104	0.10265129549492817
99.293	61	0.06393258849268392	0.10627177265574636
99.305	62	1.0000000000000002e27	3.380000000000001e56
101.351	63	0.061812618924732096	0.09934079631668787
103.39	64	0.06436248800427072	0.10770577641459719
103.416	65	1.0000000000000002e27	3.380000000000001e56
103.426	66	1.0000000000000002e27	3.380000000000001e56
105.468	67	0.17270104943984507	0.7754669644182192
105.488	68	1.0000000000000002e27	3.380000000000001e56
105.505	69	1.0000000000000002e27	3.380000000000001e56
105.514	70	1.0000000000000002e27	3.380000000000001e56
107.565	71	0.06280964158315927	0.1025713279709282
109.603	72	0.061399251241252055	0.09801656937764619
109.624	73	1.0000000000000002e27	3.380000000000001e56
111.665	74	0.06082318417867463	0.09618595307445739
113.706	75	0.06028868923565146	0.09450287729357688
113.721	76	1.0000000000000002e27	3.380000000000001e56
115.764	77	0.061198242426376274	0.09737584677801554
117.806	78	0.0611346350140457	0.09717353355581515
119.847	79	0.060686529649241185	0.09575422690257397
119.87	80	1.0000000000000002e27	3.380000000000001e56
121.913	81	0.060797105991219194	0.09610349051959606
121.932	82	1.0000000000000002e27	3.380000000000001e56
124.038	83	0.06062854753286652	0.09557134017457143
126.083	84	0.060724678236407044	0.09587465021979434
128.126	85	0.060439086338920124	0.09497496209456947
130.169	86	0.06010726008049722	0.09393495057399791
132.213	87	0.060115787253594934	0.09396160480510667
134.255	88	0.060644350730640735	0.09562116916406511
136.302	89	0.06023687287444293	0.09434050219598676
138.408	90	0.0600512871363577	0.09376008425506528
138.428	91	1.0000000000000002e27	3.380000000000001e56
140.47	92	0.059926071596099625	0.09336948548046231
142.514	93	0.059845621445732126	0.0931189585618727
142.532	94	1.0000000000000002e27	3.380000000000001e56
144.573	95	0.06000656990062929	0.09362049921221684
146.615	96	0.059978744345696354	0.09353369410544646
146.635	97	1.0000000000000002e27	3.380000000000001e56
148.676	98	0.05994619166851575	0.09343219328451911
150.724	99	0.0599688720630059	0.09350290602923841
150.737	100	1.0000000000000002e27	3.380000000000001e56
150.749	101	1.0000000000000002e27	3.380000000000001e56
