Avaliacoes normais de quad_fun no BFGS_BOBYQA_two_dim_problem
tempo_s	n_calfun	RMSD	erro_quadratico_total
15.568	1	0.4232424365537051	26.153587374587893
15.574	2	1.0000000000000002e27	3.380000000000001e56
30.731	3	0.4217130749002385	25.96491996110487
38.34	4	1.0000000000000002e27	3.380000000000001e56
53.436	5	0.28815990614696363	12.123275200551527
68.58	6	0.288159906146964	12.123275200551555
68.585	7	1.0000000000000002e27	3.380000000000001e56
84.212	8	0.28799093920856267	12.109062035669583
84.22	9	1.0000000000000002e27	3.380000000000001e56
84.231	10	1.0000000000000002e27	3.380000000000001e56
94.777	11	1.0000000000000002e27	3.380000000000001e56
105.498	12	1.0000000000000002e27	3.380000000000001e56
120.645	13	0.2786592085472936	11.337039358197794
131.337	14	1.0000000000000002e27	3.380000000000001e56
146.478	15	0.27406717317180185	10.966471049915834
157.165	16	1.0000000000000002e27	3.380000000000001e56
167.84	17	1.0000000000000002e27	3.380000000000001e56
178.707	18	1.0000000000000002e27	3.380000000000001e56
189.392	19	1.0000000000000002e27	3.380000000000001e56
200.119	20	1.0000000000000002e27	3.380000000000001e56
215.287	21	0.2738828288473555	10.951723374864754
226.021	22	1.0000000000000002e27	3.380000000000001e56
237.233	23	1.0000000000000002e27	3.380000000000001e56
252.374	24	0.2737751547258032	10.943113960390074
263.169	25	1.0000000000000002e27	3.380000000000001e56
278.387	26	0.2735664250296343	10.926433979910199
289.161	27	1.0000000000000002e27	3.380000000000001e56
299.927	28	1.0000000000000002e27	3.380000000000001e56
315.112	29	0.27338443825945585	10.911901458035981
325.893	30	1.0000000000000002e27	3.380000000000001e56
336.678	31	1.0000000000000002e27	3.380000000000001e56
351.828	32	0.2733052618692707	10.90558186015287
362.654	33	1.0000000000000002e27	3.380000000000001e56
377.798	34	0.2732563373946347	10.901677785244242
388.828	35	1.0000000000000002e27	3.380000000000001e56
403.99	36	0.27322891183099024	10.899489586010668
414.805	37	1.0000000000000002e27	3.380000000000001e56
429.965	38	0.2732143372301738	10.898326813945976
440.782	39	1.0000000000000002e27	3.380000000000001e56
451.587	40	1.0000000000000002e27	3.380000000000001e56
462.415	41	1.0000000000000002e27	3.380000000000001e56
473.384	42	1.0000000000000002e27	3.380000000000001e56
488.49	43	0.27321338648102095	10.898250964654448
499.373	44	1.0000000000000002e27	3.380000000000001e56
514.48	45	0.2732128820411681	10.898210721333223
525.41	46	1.0000000000000002e27	3.380000000000001e56
540.556	47	0.2732125741277446	10.898186156580215
551.491	48	1.0000000000000002e27	3.380000000000001e56
566.77	49	0.273212287646145	10.898163301642624
577.651	50	1.0000000000000002e27	3.380000000000001e56
592.791	51	0.2732115460643226	10.898104139817189
603.908	52	1.0000000000000002e27	3.380000000000001e56
614.767	53	1.0000000000000002e27	3.380000000000001e56
629.891	54	0.27320872348975644	10.89787896227172
640.955	55	1.0000000000000002e27	3.380000000000001e56
651.873	56	1.0000000000000002e27	3.380000000000001e56
662.81	57	1.0000000000000002e27	3.380000000000001e56
678.129	58	0.27320528259072774	10.897604459579991
689.036	59	1.0000000000000002e27	3.380000000000001e56
704.152	60	0.2731970435262681	10.896947190358071
715.062	61	1.0000000000000002e27	3.380000000000001e56
730.281	62	0.27316523285414884	10.894409688278158
741.266	63	1.0000000000000002e27	3.380000000000001e56
752.19	64	1.0000000000000002e27	3.380000000000001e56
767.338	65	0.2730908125266242	10.888474415421964
778.405	66	1.0000000000000002e27	3.380000000000001e56
793.518	67	0.272503227725361	10.841669331628037
804.442	68	1.0000000000000002e27	3.380000000000001e56
815.386	69	1.0000000000000002e27	3.380000000000001e56
826.339	70	1.0000000000000002e27	3.380000000000001e56
837.241	71	1.0000000000000002e27	3.380000000000001e56
848.208	72	1.0000000000000002e27	3.380000000000001e56
863.335	73	0.2723310509333189	10.827973390157103
874.286	74	1.0000000000000002e27	3.380000000000001e56
889.393	75	0.2722421132699974	10.820902162706258
900.363	76	1.0000000000000002e27	3.380000000000001e56
915.609	77	0.27222161492030317	10.819272713953401
926.626	78	1.0000000000000002e27	3.380000000000001e56
941.763	79	0.2721429915110331	10.813023942971839
952.707	80	1.0000000000000002e27	3.380000000000001e56
967.994	81	0.2721577661334778	10.81419805134766

# Etapa BOBYQA
974.112	82	0.288159906146964	12.123275200551555
980.225	83	0.3716792977872196	20.169243058925698
982.893	84	1.0000000000000002e27	3.380000000000001e56
982.899	85	1.0000000000000002e27	3.380000000000001e56
989.292	86	0.5129693419315646	38.418081681208555
995.417	87	0.4190790657323708	25.641580446927044
1001.508	88	0.40006298740896845	23.367357508609913
1007.604	89	0.3271460247521891	15.625580140629351
1014.0	90	0.3192671314925556	14.881999182716777
1020.097	91	0.2988950611518146	13.04338560681826
1026.231	92	0.2862222697920132	11.960785407834232
1032.333	93	0.29410205077212553	12.628418375182008
1038.432	94	0.28193368218792825	11.605043768198387
1044.528	95	0.2862284837163339	11.96130475402054
