Avaliacoes normais de quad_fun no BFGS_BOBYQA_full_dim_problem
tempo_s	n_calfun	RMSD	erro_quadratico_total
53.425	1	0.41441393635462404	4.465211676768294
53.468	2	1.0000000000000002e27	3.380000000000001e56
104.899	3	0.412281663533902	4.419380422243321
104.904	4	1.0000000000000002e27	3.380000000000001e56
156.317	5	0.40994563775038356	4.3694410736747855
156.322	6	1.0000000000000002e27	3.380000000000001e56
209.57	7	0.4073544389160596	4.314378611520061
209.575	8	1.0000000000000002e27	3.380000000000001e56
261.443	9	0.40443014457746396	4.252657287916659
261.447	10	1.0000000000000002e27	3.380000000000001e56
312.99	11	0.40104375472126047	4.18173842322409
312.994	12	1.0000000000000002e27	3.380000000000001e56
365.079	13	0.3969558727906339	4.096923088517322
387.661	14	1.0000000000000002e27	3.380000000000001e56
440.299	15	0.3916394781122959	3.9879185012178584
478.057	16	1.0000000000000002e27	3.380000000000001e56
529.543	17	0.38351616738952826	3.8242009168779694
530.452	18	1.0000000000000002e27	3.380000000000001e56
530.685	19	1.0000000000000002e27	3.380000000000001e56
580.303	20	0.37521602280694155	3.6604636580475414
580.537	21	1.0000000000000002e27	3.380000000000001e56
580.905	22	1.0000000000000002e27	3.380000000000001e56
630.497	23	0.3727147316255594	3.6118230504385314
630.893	24	1.0000000000000002e27	3.380000000000001e56
681.371	25	0.3713687784625136	3.5857840100352276
681.757	26	1.0000000000000002e27	3.380000000000001e56
731.009	27	0.37066750778401714	3.5722544344971743
731.398	28	1.0000000000000002e27	3.380000000000001e56
731.847	29	1.0000000000000002e27	3.380000000000001e56
782.131	30	0.37048896509906526	3.568813904764586
782.596	31	1.0000000000000002e27	3.380000000000001e56
783.107	32	1.0000000000000002e27	3.380000000000001e56
783.812	33	1.0000000000000002e27	3.380000000000001e56
833.491	34	0.3704665530591491	3.5683821403237115
834.218	35	1.0000000000000002e27	3.380000000000001e56
883.795	36	0.3704553391174704	3.5681661152966404
884.524	37	1.0000000000000002e27	3.380000000000001e56
934.41	38	0.37044973016286914	3.568058067021307
935.139	39	1.0000000000000002e27	3.380000000000001e56
985.578	40	0.3704469251892127	3.5680040339356958
986.307	41	1.0000000000000002e27	3.380000000000001e56
987.05	42	1.0000000000000002e27	3.380000000000001e56
987.862	43	1.0000000000000002e27	3.380000000000001e56
988.727	44	1.0000000000000002e27	3.380000000000001e56
989.837	45	1.0000000000000002e27	3.380000000000001e56
1039.581	46	0.3704468375284516	3.5680023453056067
1040.733	47	1.0000000000000002e27	3.380000000000001e56
1090.532	48	0.37044679369795075	3.5680015009883945
1091.705	49	1.0000000000000002e27	3.380000000000001e56
1141.875	50	0.37044677178266905	3.568001078829223
1143.052	51	1.0000000000000002e27	3.380000000000001e56
1192.818	52	0.3704467608250209	3.568000867749506
1193.975	53	1.0000000000000002e27	3.380000000000001e56
1243.447	54	0.3704467553461954	3.568000762209623
1244.622	55	1.0000000000000002e27	3.380000000000001e56
1245.895	56	1.0000000000000002e27	3.380000000000001e56
1296.699	57	0.37044675397648796	3.568000735824632
1298.037	58	1.0000000000000002e27	3.380000000000001e56
1348.58	59	0.3704467532916362	3.568000722632173
1349.903	60	1.0000000000000002e27	3.380000000000001e56
1400.259	61	0.37044675294920865	3.5680007160359124
1401.604	62	1.0000000000000002e27	3.380000000000001e56
1452.534	63	0.370446752777995	3.568000712737785
1453.858	64	1.0000000000000002e27	3.380000000000001e56
1455.192	65	1.0000000000000002e27	3.380000000000001e56
1456.615	66	1.0000000000000002e27	3.380000000000001e56
1506.718	67	0.37044675275659295	3.568000712325512
1508.198	68	1.0000000000000002e27	3.380000000000001e56
1558.183	69	0.3704467527458925	3.568000712119387
1559.661	70	1.0000000000000002e27	3.380000000000001e56
1561.154	71	1.0000000000000002e27	3.380000000000001e56
1610.829	72	0.3704467527432161	3.5680007120678305
1612.388	73	1.0000000000000002e27	3.380000000000001e56
1614.026	74	1.0000000000000002e27	3.380000000000001e56
1664.046	75	0.3704467527425489	3.5680007120549786
1665.759	76	1.0000000000000002e27	3.380000000000001e56
1715.642	77	0.3704467527422135	3.5680007120485175
1717.331	78	1.0000000000000002e27	3.380000000000001e56
1767.777	79	0.3704467527420479	3.5680007120453276
1769.52	80	1.0000000000000002e27	3.380000000000001e56
1771.274	81	1.0000000000000002e27	3.380000000000001e56
1821.623	82	0.3704467527420046	3.568000712044494

# Etapa BOBYQA
1823.702	83	0.41441393635462404	4.465211676768294
1825.718	84	0.41441393635462404	4.465211676768294
1827.733	85	0.41471537252611906	4.47170984544642
1829.737	86	0.41425476411994433	4.461782249497839
1831.742	87	0.4145436051171477	4.468006414131564
1833.746	88	0.41431492928232266	4.463078376281617
1835.894	89	0.4145032744895175	4.467137078625839
1837.895	90	0.41435343899654836	4.463908082614925
1839.897	91	0.41445837070492064	4.4661692672318125
1841.902	92	0.4143910114255198	4.464717669106897
1843.912	93	0.41442260515361057	4.46539848721994
1845.914	94	0.41442519457653465	4.4654542893947635
1847.917	95	0.4143788295729933	4.464455174355381
1849.917	96	0.41448208752122406	4.466680422774743
1851.917	97	0.4142846270348438	4.4624255571323905
1853.916	98	0.4146040100501338	4.469308613890938
1855.917	99	0.41417930665062536	4.460156949497412
1857.919	100	0.41472611656250025	4.4719415457343255
1859.919	101	0.41399249451469916	4.456134423377083
1861.925	102	0.41508918425150354	4.479774802947045
1863.928	103	0.41347389115659866	4.444977125372649
1865.93	104	0.4157584622813344	4.494232572922033
1867.932	105	0.4125456474700498	4.425041692408548
1869.934	106	0.4180303572330809	4.543483868778848
1871.935	107	0.42383019025762975	4.670432784519285
1873.949	108	0.4198919502341767	4.584040496657968
1876.025	109	0.42038196330535005	4.594745871883977
1878.03	110	0.41599581437612404	4.49936545703982
1880.035	111	0.416352394220297	4.507082220497314
1882.038	112	0.4168083925057457	4.516960137643818
1884.041	113	0.4188134446428546	4.560522236753949
1886.047	114	0.4168747546968302	4.518398588692101
1888.052	115	0.416382325357801	4.507730262629612
1890.058	116	0.41598720068741496	4.4991791295295425
1892.061	117	0.4166490475685226	4.513507149833682
1894.077	118	0.41665495271545816	4.513635090180338
1896.081	119	0.4168425378236519	4.517700234820828
1898.101	120	0.4166036330030948	4.512523262815809
1900.105	121	0.4166499620049317	4.513526961806487
1902.11	122	0.4161425593547552	4.502540372364474
1904.114	123	0.41591084259186195	4.4975275536222865
1906.135	124	0.4159088773206808	4.497485050087877
1908.133	125	0.41616309155803244	4.502984688153622
1910.133	126	0.416411518265801	4.508362366155167
1912.136	127	0.4162252763886985	4.504330498326059
1914.147	128	0.4156188024519138	4.491213712740636
1916.151	129	0.4153937303820377	4.486350732258331
1918.156	130	0.4153291540964901	4.484955962305157
1920.162	131	0.41537416430330076	4.485928105637304
1922.166	132	0.41541430049072053	4.486795067357061
1924.169	133	0.41526284512089107	4.483523993985326
1926.175	134	0.4149731414139738	4.4772704104695284
1928.176	135	0.41482904291208866	4.474161505927348
1930.186	136	0.4147673161731001	4.472830090701346
1932.191	137	0.41468596284735154	4.471075642348511
1934.199	138	0.41465639431563955	4.470438059018026
1936.202	139	0.4146013635899386	4.469251557956548
1938.207	140	0.41462935277242396	4.46985500469246
1940.21	141	0.41491136534468565	4.475937468396971
1942.216	142	0.4150434573755135	4.478787859265712
1944.219	143	0.41486761324310323	4.474993549468756
1946.222	144	0.4146184467670421	4.4696198663873785
1948.265	145	0.4146449854468647	4.4701920628619956
1950.272	146	0.41477130886710123	4.4729162051425355
1952.282	147	0.41483529059431584	4.474296276384233
1954.295	148	0.4148481926756059	4.474574597121633
1956.302	149	0.4148010611926553	4.473557929530377
1958.31	150	0.4146367703097869	4.470014933616206
1960.314	151	0.4145208828109177	4.467516619444907
1962.313	152	0.41450315026295786	4.467134401025822
1964.349	153	0.4145177107547927	4.467448245764244
1966.397	154	0.4145376395011183	4.467877818642138
1968.402	155	0.41451465356814127	4.46738234859062
1970.404	156	0.4144974045421043	4.467010557675662
1972.422	157	0.4145117299979636	4.467319331953521
1974.436	158	0.4144999474287269	4.467065366878852
1976.441	159	0.4144768136176146	4.466566754691882
1978.444	160	0.4144632604294369	4.46627465039078
1980.456	161	0.4144495139818526	4.465978390634639
1982.496	162	0.4144417712187383	4.46581152500405
1984.501	163	0.41443607829906604	4.46568883789365
1986.574	164	0.4144315414683811	4.465591066660321
1988.578	165	0.41442806959072387	4.46551624648204
1990.581	166	0.4144261149553914	4.465474123682501
1992.734	167	0.41442741059846666	4.465502045039102
1994.737	168	0.4144304145689268	4.465566781514086
1996.74	169	0.4144311672462339	4.465583002011973
1998.753	170	0.4144282025598275	4.465519112001204
2000.757	171	0.4144292448309718	4.465541573250409
2002.766	172	0.4144229683899557	4.465406314957697
2004.77	173	0.4144333452793736	4.465629939665765
2006.912	174	0.4144153091248789	4.465241259363792
2008.92	175	0.41445295513874836	4.466052552604275
2010.925	176	0.4143780195664462	4.464437720595061
2012.945	177	0.4145930888036465	4.469073161377456
2012.954	178	1.0000000000000002e27	3.380000000000001e56
2014.955	179	0.4181707686610768	4.54653658582749
2014.961	180	1.0000000000000002e27	3.380000000000001e56
2016.963	181	0.4508984817485871	5.286045461922704
2016.97	182	1.0000000000000002e27	3.380000000000001e56
2018.971	183	0.5133067036343326	6.850578071894559
2018.988	184	1.0000000000000002e27	3.380000000000001e56
2020.989	185	0.41441393635462404	4.465211676768294
2023.011	186	0.4142159211328156	4.46094556231758
2025.015	187	0.41457206780031075	4.468619984405861
2027.019	188	0.41431401006544877	4.463058572349333
2029.022	189	0.41450761943087655	4.467230730722562
2031.027	190	0.41434284996836745	4.463679930317635
2033.029	191	0.4144699405638337	4.4664186224056825
2035.043	192	0.4143778182792073	4.464433383327728
2037.049	193	0.4144347234035388	4.465659639026761
2039.052	194	0.41440732180479356	4.465069137500965
2041.054	195	0.41440437255498447	4.465005583809949
2043.06	196	0.41444548840364326	4.465891634311494
2045.064	197	0.41435368605424955	4.463913405815333
2047.065	198	0.41452989348489017	4.467710847407454
2049.081	199	0.41424800187776234	4.461636583552683
2051.081	200	0.4146130585266497	4.4695036958214
2053.084	201	0.41415436819555723	4.45961985808199
2055.087	202	0.41476558034627103	4.472792652639455
2057.09	203	0.41385381178680736	4.4531494157922245
2059.094	204	0.4152092488096247	4.482366727723374
2061.099	205	0.41331023408456935	4.44145908957508
2063.102	206	0.41601851070257245	4.499856432426846
2065.275	207	0.41142500896876333	4.401033988128622
